product,shippeddate,squareftcost,QTYTotal,VALTotal,productcode,productname,squareft,source,month,year,price,QTYScrap,VALScrap,QTYScrapDamaged,VALScrapDamaged,QTYScrapExistingCurrent,VALScrapExistingCurrent,QTYScrapOther,VALScrapOther,QTYScrapReturns,VALScrapReturns,QTYScrapStock,VALScrapStock,QTYDamage,VALDamage,QTYItemOrder,VALItemOrder,QTYKeepActive,VALKeepActive,QTYMakeInactiveObsolete,VALMakeInactiveObsolete,QTYOther,VALOther,QTYStock,VALStock
"2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear (TRBHT19)",01aug2021,.5,,,"TRBHT19","2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear",.8,"Tempur",8,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear (TRBHT19)",01sep2021,.5,,,"TRBHT19","2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear",.8,"Tempur",9,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear (TRBHT19)",01oct2021,.5,,,"TRBHT19","2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear",.8,"Tempur",10,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear (TRBHT19)",01nov2021,.5,,,"TRBHT19","2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear",.8,"Tempur",11,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear (TRBHT19)",01dec2021,.5,,,"TRBHT19","2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear",.8,"Tempur",12,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear (TRBHT19)",01jan2022,.5,,,"TRBHT19","2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear",.8,"Tempur",1,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear (TRBHT19)",01feb2022,.5,,,"TRBHT19","2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear",.8,"Tempur",2,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear (TRBHT19)",01mar2022,.5,,,"TRBHT19","2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear",.8,"Tempur",3,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear (TRBHT19)",01apr2022,.5,,,"TRBHT19","2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear",.8,"Tempur",4,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear (TRBHT19)",01may2022,.5,,,"TRBHT19","2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear",.8,"Tempur",5,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear (TRBHT19)",01jun2022,.5,,,"TRBHT19","2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear",.8,"Tempur",6,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear (TRBHT19)",01jul2022,.5,,,"TRBHT19","2019 TEMPUR RETAIL STORES Only  Hangtag - Plush Bear",.8,"Tempur",7,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01feb2019,.4856,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.77083333,"Tempur",2,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01mar2019,.4856,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.77083333,"Tempur",3,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01apr2019,.4856,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.77083333,"Tempur",4,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01may2019,.4856,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.77083333,"Tempur",5,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01jun2019,.4856,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.77083333,"Tempur",6,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01jul2019,.4856,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.77083333,"Tempur",7,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01aug2019,.4856,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.77083333,"Tempur",8,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01sep2019,.4856,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.77083333,"Tempur",9,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01oct2019,.4856,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.77083333,"Tempur",10,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01nov2019,.4856,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.77083333,"Tempur",11,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01dec2019,.4856,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.77083333,"Tempur",12,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01jan2020,.4856,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.77083333,"Tempur",1,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01feb2020,.4856,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.77083333,"Tempur",2,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01mar2020,.4856,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.77083333,"Tempur",3,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01apr2020,.4856,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.77083333,"Tempur",4,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01may2020,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",5,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01jun2020,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",6,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01jul2020,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",7,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01aug2020,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",8,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01sep2020,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",9,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01oct2020,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",10,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01nov2020,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",11,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01dec2020,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",12,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01jan2021,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",1,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01feb2021,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",2,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01mar2021,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",3,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01apr2021,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",4,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01may2021,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",5,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01jun2021,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",6,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01jul2021,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",7,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01aug2021,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",8,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01sep2021,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",9,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01oct2021,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",10,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01nov2021,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",11,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01dec2021,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",12,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01jan2022,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",1,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01feb2022,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",2,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01mar2022,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",3,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01apr2022,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",4,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01may2022,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",5,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01jun2022,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",6,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog (TRDHT19)",01jul2022,.5,,,"TRDHT19","2019 TEMPUR RETAIL STORES Only Hangtag - Plush Dog",.8,"Tempur",7,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01feb2019,8.4,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",13.333333,"Tempur",2,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01mar2019,25.2,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",40,"Tempur",3,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01apr2019,25.2,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",40,"Tempur",4,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01may2019,25.2,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",40,"Tempur",5,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01jun2019,25.2,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",40,"Tempur",6,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01jul2019,16.8,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.666667,"Tempur",7,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01aug2019,16.8,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.666667,"Tempur",8,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01sep2019,25.2,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",40,"Tempur",9,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01oct2019,25.2,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",40,"Tempur",10,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01nov2019,25.2,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",40,"Tempur",11,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01dec2019,25.2,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",40,"Tempur",12,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01jan2020,25.2,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",40,"Tempur",1,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01feb2020,25.2,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",40,"Tempur",2,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01mar2020,25.2,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",40,"Tempur",3,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01apr2020,25.2,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",40,"Tempur",4,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01may2020,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",5,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01jun2020,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",6,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01jul2020,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",7,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01aug2020,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",8,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01sep2020,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",9,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01oct2020,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",10,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01nov2020,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",11,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01dec2020,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",12,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01jan2021,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",1,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01feb2021,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",2,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01mar2021,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",3,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01apr2021,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",4,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01may2021,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",5,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01jun2021,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",6,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01jul2021,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",7,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01aug2021,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",8,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01sep2021,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",9,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01oct2021,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",10,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01nov2021,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",11,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01dec2021,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",12,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01jan2022,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",1,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01feb2022,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",2,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01mar2022,16.76,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",26.6,"Tempur",3,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01may2022,8.38,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",13.3,"Tempur",5,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01jun2022,8.38,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",13.3,"Tempur",6,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN  (TP9HBF-QR)",01jul2022,8.38,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN ",13.3,"Tempur",7,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN (TP9HBF-QR)",01apr2022,8.38,,,"TP9HBF-QR","2019 TEMPUR-LUXEbreeze FIRM Headboard -QUEEN",13.3,"Tempur",4,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard  KING (TP9HBF-KR)",01feb2019,8.4,,,"TP9HBF-KR","2019 TEMPUR-LUXEbreeze FIRM Headboard – KING",13.333333,"Tempur",2,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard  KING (TP9HBF-KR)",01mar2019,8.4,,,"TP9HBF-KR","2019 TEMPUR-LUXEbreeze FIRM Headboard – KING",13.333333,"Tempur",3,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard  KING (TP9HBF-KR)",01apr2019,8.4,,,"TP9HBF-KR","2019 TEMPUR-LUXEbreeze FIRM Headboard – KING",13.333333,"Tempur",4,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 TEMPUR-LUXEbreeze FIRM Headboard  KING (TP9HBF-KR)",01may2019,8.4,,,"TP9HBF-KR","2019 TEMPUR-LUXEbreeze FIRM Headboard – KING",13.333333,"Tempur",5,2019,,,,,,,,,,,,,,,,,,,,,,,,,
